00001    3.33  0.15 K239D  60.07881   73.42179   80.25496   10.58688  0.0789126  0.21410680   2.7672543  0 E2023-F87  7283 123 1801-2023 0.65 M-v 30k MPCLINUX   0000      (1) Ceres              20230321
00002    4.12  0.15 K239D  40.59806  310.87290  172.91881   34.92584  0.2302292  0.21377378   2.7701275  0 MPO745323  8862 121 1804-2023 0.59 M-c 28k MPCLINUX   0000      (2) Pallas             20230603
00003    5.16  0.15 K239D  37.02310  247.73792  169.83920   12.99055  0.2562134  0.22600446   2.6692631  0 E2023-C84  7450 113 1804-2023 0.63 M-v 3Ek MPCLINUX   0000      (3) Juno               20230210
00004    3.22  0.15 K239D 169.35183  151.66223  103.71002    7.14218  0.0894491  0.27152244   2.3619221  0 E2023-Q03  7551 110 1821-2023 0.63 M-p 18k MPCLINUX   0000      (4) Vesta              20230814
