C1103   15.39  0.15 K239D 299.65628  333.50119    6.16379   18.22489  0.1819878  0.21083598   2.7958009  0 MPO745323   521  15 1999-2023 0.75 M-v 3Ek MPCLINUX   0000 (121103) Ericneilsen        20230510
H0022   16.36  0.15 K239D  18.65303    0.02365  127.47656    3.02211  0.0225694  0.20529835   2.8458527  0 MPO694697   362  16 1995-2021 0.74 M-v 3Ek Pan        0000 (170022) Douglastucker      20211011
B4024   15.85  0.15 K239D 341.79475  335.62989  222.61023    8.31575  0.0899626  0.21342589   2.7731370  0 MPO745323   590  17 1998-2023 0.67 M-v 3Ek MPCLINUX   0000 (114024) Scotkleinman       20230416
